Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,City,Product_Category,Product_Name,Quantity,Unit_Price,Revenue,Cost,Profit,Customer_Segment,Calculated Profit,Year,Month,Quarter,Weekday,Profit Margin,OrderMonth
ORD01535,2023-08-19,CUST0098,Customer_326,South,Karnataka,Bengaluru,Clothing,Jacket,10,887.75,8877.5,6299.92,2577.58,Corporate,2577.58,2023,8,3,Saturday,29.03497606308082,2023-08
ORD01536,2023-06-21,CUST0055,Customer_156,North,Delhi,New Delhi,Furniture,Chair,1,592.02,592.02,417.4,174.62,Consumer,174.62,2023,6,2,Wednesday,29.495625147799064,2023-06
ORD01537,2025-11-11,CUST0877,Customer_40,South,Karnataka,Bengaluru,Electronics,Monitor,6,1265.85,7595.1,6061.98,1533.12,Home Office,1533.1200000000008,2025,11,4,Tuesday,20.185646008610814,2025-11
ORD01538,2024-07-31,CUST0259,Customer_991,West,Maharashtra,Mumbai,Clothing,Dress,1,941.43,941.43,666.39,275.04,Home Office,275.03999999999996,2024,7,3,Wednesday,29.2151301743093,2024-07
ORD01539,2025-03-17,CUST0339,Customer_987,East,Odisha,Bhubaneswar,Clothing,T-Shirt,4,871.74,3486.96,2292.07,1194.89,Corporate,1194.8899999999999,2025,3,1,Monday,34.26738477068851,2025-03
ORD01540,2024-04-17,CUST0872,Customer_91,East,Bihar,Patna,Electronics,Monitor,4,577.8,2311.2,1841.17,470.03,Consumer,470.02999999999975,2024,4,2,Wednesday,20.33705434406369,2024-04
ORD01541,2023-07-20,CUST0316,Customer_283,North,Delhi,New Delhi,Clothing,Dress,7,1009.26,7064.82,4602.22,2462.6,Consumer,2462.5999999999995,2023,7,3,Thursday,34.85722212313973,2023-07
ORD01542,2023-06-11,CUST0570,Customer_676,East,West Bengal,Kolkata,Clothing,Shirt,2,841.11,1682.22,936.05,746.17,Consumer,746.1700000000001,2023,6,2,Sunday,44.35626731343106,2023-06
ORD01543,2025-12-07,CUST0911,Customer_629,West,Gujarat,Ahmedabad,Clothing,Shirt,2,1488.22,2976.44,2406.58,569.86,Home Office,569.8600000000001,2025,12,4,Sunday,19.145690825281207,2025-12
ORD01544,2025-11-18,CUST0221,Customer_144,North,Delhi,New Delhi,Furniture,Table,10,1068.67,10686.7,9340.59,1346.11,Consumer,1346.1100000000006,2025,11,4,Tuesday,12.596124154322661,2025-11
ORD01545,2024-09-11,CUST0043,Customer_310,North,Delhi,New Delhi,Electronics,Smartphone,7,1045.8,7320.6,4053.08,3267.52,Consumer,3267.5200000000004,2024,9,3,Wednesday,44.63459279294047,2024-09
ORD01546,2023-10-26,CUST0694,Customer_325,West,Maharashtra,Mumbai,Electronics,Headphones,6,605.3,3631.8,2372.89,1258.91,Consumer,1258.9100000000003,2023,10,4,Thursday,34.66352772729776,2023-10
ORD01547,2023-05-24,CUST0191,Customer_644,West,Gujarat,Ahmedabad,Furniture,Sofa,7,218.36,1528.52,1375.1,153.42,Corporate,153.42000000000007,2023,5,2,Wednesday,10.037160128751994,2023-05
ORD01548,2025-12-21,CUST0953,Customer_106,South,Telangana,Hyderabad,Electronics,Monitor,2,493.61,987.22,638.91,348.31,Home Office,348.31000000000006,2025,12,4,Sunday,35.28190271671968,2025-12
ORD01549,2024-09-12,CUST0577,Customer_680,North,Haryana,Gurugram,Clothing,Shirt,3,1082.18,3246.54,1994.74,1251.8,Consumer,1251.8,2024,9,3,Thursday,38.55797248763299,2024-09
ORD01550,2023-03-01,CUST0533,Customer_927,East,Bihar,Patna,Clothing,Shirt,7,752.82,5269.74,3700.66,1569.08,Consumer,1569.08,2023,3,1,Wednesday,29.775283031041376,2023-03
ORD01551,2025-04-27,CUST0968,Customer_93,South,Telangana,Hyderabad,Furniture,Chair,2,1192.4,2384.8,1838.26,546.54,Home Office,546.5400000000002,2025,4,2,Sunday,22.91764508554176,2025-04
ORD01552,2025-10-23,CUST0920,Customer_358,East,West Bengal,Kolkata,Clothing,Jacket,8,727.42,5819.36,3768.25,2051.11,Home Office,2051.1099999999997,2025,10,4,Thursday,35.24631574606143,2025-10
ORD01553,2023-02-02,CUST0929,Customer_867,South,Karnataka,Bengaluru,Electronics,Monitor,9,679.33,6113.97,3973.43,2140.54,Corporate,2140.5400000000004,2023,2,1,Thursday,35.010639568071156,2023-02
ORD01554,2025-07-08,CUST0533,Customer_68,West,Maharashtra,Mumbai,Furniture,Sofa,3,33.16,99.48,76.47,23.01,Corporate,23.010000000000005,2025,7,3,Tuesday,23.130277442702052,2025-07
ORD01555,2025-10-09,CUST0342,Customer_104,South,Telangana,Hyderabad,Furniture,Chair,4,1451.13,5804.52,4741.8,1062.72,Home Office,1062.7200000000003,2025,10,4,Thursday,18.308490624547765,2025-10
ORD01556,2025-02-25,CUST0257,Customer_275,North,Punjab,Ludhiana,Furniture,Sofa,6,958.36,5750.16,4645.71,1104.45,Home Office,1104.4499999999998,2025,2,1,Tuesday,19.20729162318962,2025-02
ORD01557,2024-06-29,CUST0822,Customer_835,South,Tamil Nadu,Chennai,Electronics,Monitor,8,817.7,6541.6,3778.39,2763.21,Home Office,2763.2100000000005,2024,6,2,Saturday,42.24058334352452,2024-06
ORD01558,2025-09-12,CUST0375,Customer_841,South,Telangana,Hyderabad,Furniture,Table,9,1042.08,9378.72,8417.35,961.37,Corporate,961.369999999999,2025,9,3,Friday,10.250545916713582,2025-09
ORD01559,2023-05-30,CUST0997,Customer_126,East,Bihar,Patna,Furniture,Desk,4,1205.08,4820.32,3039.62,1780.7,Home Office,1780.6999999999998,2023,5,2,Tuesday,36.941530852723474,2023-05
ORD01560,2025-03-12,CUST0913,Customer_780,East,West Bengal,Kolkata,Electronics,Headphones,4,428.37,1713.48,942.63,770.85,Corporate,770.85,2025,3,1,Wednesday,44.987394075215356,2025-03
ORD01561,2023-08-06,CUST0545,Customer_250,North,Delhi,New Delhi,Electronics,Smartphone,8,885.69,7085.52,5792.05,1293.47,Home Office,1293.4700000000003,2023,8,3,Sunday,18.25511747902765,2023-08
ORD01562,2025-11-03,CUST0448,Customer_31,North,Punjab,Ludhiana,Electronics,Smartphone,6,583.97,3503.82,2537.28,966.54,Consumer,966.54,2025,11,4,Monday,27.585321163758408,2025-11
ORD01563,2024-06-01,CUST0822,Customer_994,West,Maharashtra,Mumbai,Clothing,Jeans,8,1448.28,11586.24,8437.99,3148.25,Home Office,3148.25,2024,6,2,Saturday,27.172318198138484,2024-06
ORD01564,2023-03-26,CUST0281,Customer_78,North,Haryana,Gurugram,Furniture,Desk,6,1360.34,8162.04,6819.22,1342.82,Consumer,1342.8199999999997,2023,3,1,Sunday,16.452014447368548,2023-03
ORD01565,2025-07-24,CUST0793,Customer_352,North,Haryana,Gurugram,Furniture,Table,1,292.13,292.13,213.67,78.46,Consumer,78.46000000000001,2025,7,3,Thursday,26.857905726902402,2025-07
ORD01566,2025-03-22,CUST0586,Customer_42,South,Karnataka,Bengaluru,Electronics,Monitor,7,627.45,4392.15,3039.15,1353.0,Corporate,1352.9999999999995,2025,3,1,Saturday,30.804958847033916,2025-03
ORD01567,2025-02-08,CUST0837,Customer_23,North,Punjab,Ludhiana,Clothing,Jeans,1,280.98,280.98,155.12,125.86,Home Office,125.86000000000001,2025,2,1,Saturday,44.79322371699053,2025-02
ORD01568,2023-12-28,CUST0363,Customer_626,West,Rajasthan,Jaipur,Electronics,Headphones,6,204.57,1227.42,1003.6,223.82,Corporate,223.82000000000005,2023,12,4,Thursday,18.234996985546918,2023-12
ORD01569,2023-07-13,CUST0561,Customer_925,West,Gujarat,Ahmedabad,Furniture,Desk,7,792.84,5549.88,4878.7,671.18,Home Office,671.1800000000003,2023,7,3,Thursday,12.093594816464499,2023-07
ORD01570,2023-03-16,CUST0176,Customer_897,South,Telangana,Hyderabad,Furniture,Chair,3,217.17,651.51,434.71,216.8,Home Office,216.8,2023,3,1,Thursday,33.27654218661264,2023-03
ORD01571,2025-12-14,CUST0367,Customer_89,East,Odisha,Bhubaneswar,Furniture,Chair,8,1411.71,11293.68,9825.1,1468.58,Corporate,1468.58,2025,12,4,Sunday,13.003555971127215,2025-12
ORD01572,2024-11-05,CUST0432,Customer_642,North,Haryana,Gurugram,Electronics,Laptop,4,1399.31,5597.24,4159.88,1437.36,Consumer,1437.3599999999997,2024,11,4,Tuesday,25.679799329669624,2024-11
ORD01573,2025-06-29,CUST0342,Customer_435,South,Telangana,Hyderabad,Electronics,Smartphone,9,1234.88,11113.92,9498.67,1615.25,Corporate,1615.25,2025,6,2,Sunday,14.533575912009445,2025-06
ORD01574,2025-01-01,CUST0026,Customer_463,North,Haryana,Gurugram,Furniture,Cabinet,6,1259.02,7554.12,4161.63,3392.49,Home Office,3392.49,2025,1,1,Wednesday,44.90913567695509,2025-01
ORD01575,2024-12-25,CUST0161,Customer_159,South,Karnataka,Bengaluru,Furniture,Table,1,219.82,219.82,164.72,55.1,Home Office,55.099999999999994,2024,12,4,Wednesday,25.06596306068602,2024-12
ORD01576,2023-03-30,CUST0038,Customer_60,West,Rajasthan,Jaipur,Electronics,Smartphone,2,1042.06,2084.12,1758.29,325.83,Corporate,325.8299999999999,2023,3,1,Thursday,15.6339366255302,2023-03
ORD01577,2024-04-07,CUST0122,Customer_985,West,Gujarat,Ahmedabad,Furniture,Cabinet,1,84.55,84.55,53.33,31.22,Consumer,31.22,2024,4,2,Sunday,36.92489651094027,2024-04
ORD01578,2025-06-28,CUST0050,Customer_911,West,Rajasthan,Jaipur,Furniture,Table,5,943.11,4715.55,3871.61,843.94,Corporate,843.94,2025,6,2,Saturday,17.896957937038096,2025-06
ORD01579,2024-08-10,CUST0262,Customer_372,North,Delhi,New Delhi,Electronics,Smartphone,10,932.7,9327.0,5232.31,4094.69,Corporate,4094.6899999999996,2024,8,3,Saturday,43.901468853865126,2024-08
ORD01580,2023-11-29,CUST0872,Customer_197,South,Telangana,Hyderabad,Electronics,Tablet,3,1016.31,3048.93,1809.17,1239.76,Corporate,1239.7599999999998,2023,11,4,Wednesday,40.66213392895213,2023-11
ORD01581,2023-02-17,CUST0830,Customer_136,East,Bihar,Patna,Furniture,Chair,7,645.58,4519.06,2943.17,1575.89,Consumer,1575.8900000000003,2023,2,1,Friday,34.87207516607436,2023-02
ORD01582,2024-04-23,CUST0512,Customer_390,East,Bihar,Patna,Furniture,Table,3,1141.71,3425.13,2791.88,633.25,Home Office,633.25,2024,4,2,Tuesday,18.488349347324043,2024-04
ORD01583,2025-04-22,CUST0784,Customer_137,East,Bihar,Patna,Clothing,Jacket,3,1042.38,3127.14,2024.31,1102.83,Corporate,1102.83,2025,4,2,Tuesday,35.26640956273145,2025-04
ORD01584,2025-10-20,CUST0151,Customer_338,North,Haryana,Gurugram,Clothing,Jacket,7,226.66,1586.62,1041.42,545.2,Home Office,545.1999999999998,2025,10,4,Monday,34.36235519532087,2025-10
ORD01585,2023-02-16,CUST0107,Customer_247,East,Bihar,Patna,Electronics,Smartphone,3,1456.97,4370.91,3788.83,582.08,Corporate,582.0799999999999,2023,2,1,Thursday,13.317135333374516,2023-02
ORD01586,2023-12-02,CUST0738,Customer_848,North,Delhi,New Delhi,Electronics,Tablet,3,843.66,2530.98,1760.38,770.6,Corporate,770.5999999999999,2023,12,4,Saturday,30.446704438596907,2023-12
ORD01587,2024-04-27,CUST0108,Customer_479,South,Telangana,Hyderabad,Clothing,Jacket,10,767.25,7672.5,4826.81,2845.69,Home Office,2845.6899999999996,2024,4,2,Saturday,37.089475399152825,2024-04
ORD01588,2025-08-19,CUST0360,Customer_163,West,Gujarat,Ahmedabad,Furniture,Chair,2,93.26,186.52,115.23,71.29,Corporate,71.29,2025,8,3,Tuesday,38.22110229466009,2025-08
ORD01589,2023-12-29,CUST0514,Customer_931,North,Haryana,Gurugram,Clothing,Jacket,2,578.16,1156.32,767.89,388.43,Consumer,388.42999999999995,2023,12,4,Friday,33.591912273419126,2023-12
ORD01590,2025-05-22,CUST0387,Customer_784,North,Haryana,Gurugram,Furniture,Chair,3,723.03,2169.09,1945.35,223.74,Home Office,223.74000000000024,2025,5,2,Thursday,10.314924691921497,2025-05
ORD01591,2025-04-10,CUST0966,Customer_843,South,Tamil Nadu,Chennai,Clothing,Jeans,8,707.74,5661.92,3384.65,2277.27,Home Office,2277.27,2025,4,2,Thursday,40.22080848899313,2025-04
ORD01592,2025-01-10,CUST0021,Customer_991,West,Gujarat,Ahmedabad,Electronics,Headphones,8,549.73,4397.84,2742.78,1655.06,Consumer,1655.06,2025,1,1,Friday,37.6334746148109,2025-01
ORD01593,2025-02-05,CUST0404,Customer_96,North,Punjab,Ludhiana,Clothing,Shirt,2,234.15,468.3,261.98,206.32,Corporate,206.32,2025,2,1,Wednesday,44.05722827247491,2025-02
ORD01594,2024-01-01,CUST0312,Customer_226,East,Odisha,Bhubaneswar,Electronics,Laptop,7,98.98,692.86,489.74,203.12,Consumer,203.12,2024,1,1,Monday,29.316167768380335,2024-01
ORD01595,2023-10-27,CUST0917,Customer_514,South,Karnataka,Bengaluru,Furniture,Sofa,8,1234.81,9878.48,7163.32,2715.16,Consumer,2715.16,2023,10,4,Friday,27.485605072845214,2023-10
ORD01596,2023-09-02,CUST0083,Customer_581,North,Haryana,Gurugram,Clothing,Jeans,4,743.72,2974.88,2100.48,874.4,Corporate,874.4000000000001,2023,9,3,Saturday,29.392782229871457,2023-09
ORD01597,2025-05-11,CUST0106,Customer_506,South,Karnataka,Bengaluru,Electronics,Monitor,3,769.87,2309.61,1911.62,397.99,Consumer,397.99000000000024,2025,5,2,Sunday,17.23191361312083,2025-05
ORD01598,2024-04-04,CUST0269,Customer_888,East,West Bengal,Kolkata,Electronics,Tablet,4,387.23,1548.92,875.23,673.69,Home Office,673.69,2024,4,2,Thursday,43.49417658755778,2024-04
ORD01599,2025-08-24,CUST0508,Customer_561,West,Rajasthan,Jaipur,Electronics,Monitor,8,1230.23,9841.84,7747.98,2093.86,Corporate,2093.8600000000006,2025,8,3,Sunday,21.275086772392154,2025-08
ORD01600,2024-03-10,CUST0188,Customer_103,West,Gujarat,Ahmedabad,Clothing,T-Shirt,9,1035.96,9323.64,6155.9,3167.74,Home Office,3167.74,2024,3,1,Sunday,33.97535726390122,2024-03
ORD01601,2025-01-16,CUST0059,Customer_443,North,Delhi,New Delhi,Clothing,Jacket,9,1393.78,12544.02,10365.67,2178.35,Consumer,2178.3500000000004,2025,1,1,Thursday,17.365645144060675,2025-01
ORD01602,2024-01-07,CUST0782,Customer_497,West,Rajasthan,Jaipur,Electronics,Monitor,2,1380.35,2760.7,1688.67,1072.03,Corporate,1072.0299999999997,2024,1,1,Sunday,38.83181801716956,2024-01
ORD01603,2023-09-04,CUST0777,Customer_282,West,Gujarat,Ahmedabad,Clothing,Dress,6,875.61,5253.66,4456.31,797.35,Consumer,797.3499999999995,2023,9,3,Monday,15.177038483647593,2023-09
ORD01604,2023-10-29,CUST0515,Customer_12,West,Maharashtra,Mumbai,Furniture,Cabinet,10,1089.5,10895.0,8873.75,2021.25,Consumer,2021.25,2023,10,4,Sunday,18.552088113813674,2023-10
ORD01605,2023-03-12,CUST0385,Customer_141,North,Punjab,Ludhiana,Furniture,Chair,6,841.44,5048.64,4410.77,637.87,Corporate,637.8699999999999,2023,3,1,Sunday,12.63449166508208,2023-03
ORD01606,2025-04-16,CUST0766,Customer_160,North,Delhi,New Delhi,Furniture,Cabinet,7,1333.61,9335.27,5570.7,3764.57,Consumer,3764.5700000000006,2025,4,2,Wednesday,40.326310861924725,2025-04
ORD01607,2025-04-21,CUST0780,Customer_500,North,Haryana,Gurugram,Electronics,Headphones,8,788.3,6306.4,4351.69,1954.71,Consumer,1954.71,2025,4,2,Monday,30.99565520740835,2025-04
ORD01608,2023-08-17,CUST0318,Customer_483,East,Bihar,Patna,Furniture,Sofa,7,1057.8,7404.6,5555.88,1848.72,Corporate,1848.7200000000003,2023,8,3,Thursday,24.96718256219107,2023-08
ORD01609,2023-03-26,CUST0166,Customer_517,West,Maharashtra,Mumbai,Furniture,Sofa,1,1146.54,1146.54,1002.49,144.05,Corporate,144.04999999999995,2023,3,1,Sunday,12.563887871334625,2023-03
ORD01610,2025-09-10,CUST0639,Customer_882,East,Bihar,Patna,Clothing,Shirt,1,938.44,938.44,719.34,219.1,Corporate,219.10000000000002,2025,9,3,Wednesday,23.3472571501641,2025-09
ORD01611,2025-01-10,CUST0732,Customer_50,South,Telangana,Hyderabad,Furniture,Table,10,142.74,1427.4,1269.87,157.53,Consumer,157.5300000000002,2025,1,1,Friday,11.036149642707018,2025-01
ORD01612,2024-05-06,CUST0958,Customer_15,North,Punjab,Ludhiana,Electronics,Smartphone,5,1223.88,6119.4,4702.29,1417.11,Corporate,1417.1099999999997,2024,5,2,Monday,23.157662515932934,2024-05
ORD01613,2025-07-09,CUST0478,Customer_728,South,Telangana,Hyderabad,Furniture,Sofa,1,1064.24,1064.24,660.19,404.05,Corporate,404.04999999999995,2025,7,3,Wednesday,37.966060287153276,2025-07
ORD01614,2023-04-17,CUST0471,Customer_534,South,Telangana,Hyderabad,Furniture,Sofa,4,497.94,1991.76,1651.04,340.72,Home Office,340.72,2023,4,2,Monday,17.106478692211915,2023-04
ORD01615,2024-11-19,CUST0308,Customer_141,West,Maharashtra,Mumbai,Electronics,Laptop,2,183.53,367.06,217.3,149.76,Consumer,149.76,2024,11,4,Tuesday,40.79986923118836,2024-11
ORD01616,2023-05-29,CUST0188,Customer_445,South,Tamil Nadu,Chennai,Clothing,Jeans,10,706.4,7064.0,5840.41,1223.59,Corporate,1223.5900000000001,2023,5,2,Monday,17.3214892412231,2023-05
ORD01617,2023-05-10,CUST0436,Customer_22,East,West Bengal,Kolkata,Clothing,Jeans,3,981.43,2944.29,2379.89,564.4,Consumer,564.4000000000001,2023,5,2,Wednesday,19.169307371216828,2023-05
ORD01618,2025-07-31,CUST0650,Customer_646,East,Odisha,Bhubaneswar,Electronics,Monitor,4,767.63,3070.52,2094.09,976.43,Corporate,976.4299999999998,2025,7,3,Thursday,31.80015111446921,2025-07
ORD01619,2025-10-07,CUST0204,Customer_724,South,Telangana,Hyderabad,Clothing,T-Shirt,6,1155.26,6931.56,4755.92,2175.64,Consumer,2175.6400000000003,2025,10,4,Tuesday,31.387451021126555,2025-10
ORD01620,2024-08-31,CUST0006,Customer_342,West,Gujarat,Ahmedabad,Clothing,Dress,8,360.94,2887.52,1823.58,1063.94,Home Office,1063.94,2024,8,3,Saturday,36.84615171496648,2024-08
ORD01621,2024-11-21,CUST0591,Customer_907,North,Haryana,Gurugram,Furniture,Cabinet,9,1297.56,11678.04,9230.13,2447.91,Corporate,2447.9100000000017,2024,11,4,Thursday,20.961651098985786,2024-11
ORD01622,2025-05-24,CUST0371,Customer_413,North,Delhi,New Delhi,Electronics,Laptop,1,305.26,305.26,271.37,33.89,Consumer,33.889999999999986,2025,5,2,Saturday,11.102011400117933,2025-05
ORD01623,2023-05-09,CUST0410,Customer_624,East,Bihar,Patna,Furniture,Desk,6,768.98,4613.88,3693.8,920.08,Consumer,920.0799999999999,2023,5,2,Tuesday,19.94156761771004,2023-05
ORD01624,2025-03-16,CUST0788,Customer_321,West,Maharashtra,Mumbai,Electronics,Tablet,9,43.25,389.25,219.64,169.61,Consumer,169.61,2025,3,1,Sunday,43.573538856775855,2025-03
ORD01625,2024-06-22,CUST0133,Customer_435,North,Punjab,Ludhiana,Furniture,Table,3,1402.25,4206.75,2758.16,1448.59,Consumer,1448.5900000000001,2024,6,2,Saturday,34.43489629761692,2024-06
ORD01626,2025-04-17,CUST0661,Customer_42,West,Gujarat,Ahmedabad,Clothing,Dress,8,902.99,7223.92,5090.96,2132.96,Corporate,2132.96,2025,4,2,Thursday,29.5263513438687,2025-04
ORD01627,2025-03-28,CUST0451,Customer_493,West,Gujarat,Ahmedabad,Clothing,Jacket,4,1240.67,4962.68,4053.46,909.22,Corporate,909.2200000000003,2025,3,1,Friday,18.32114905655815,2025-03
ORD01628,2025-11-17,CUST0316,Customer_321,East,Bihar,Patna,Electronics,Monitor,6,674.55,4047.3,2366.44,1680.86,Corporate,1680.8600000000001,2025,11,4,Monday,41.53040298470585,2025-11
ORD01629,2025-12-15,CUST0974,Customer_145,West,Rajasthan,Jaipur,Electronics,Laptop,7,869.47,6086.29,5086.65,999.64,Consumer,999.6400000000003,2025,12,4,Monday,16.424455620747615,2025-12
ORD01630,2024-08-07,CUST0992,Customer_588,West,Rajasthan,Jaipur,Electronics,Tablet,4,868.33,3473.32,2752.47,720.85,Corporate,720.8500000000004,2024,8,3,Wednesday,20.753918441145647,2024-08
ORD01631,2023-04-24,CUST0742,Customer_34,South,Karnataka,Bengaluru,Furniture,Sofa,2,869.78,1739.56,1035.26,704.3,Corporate,704.3,2023,4,2,Monday,40.48724964933662,2023-04
ORD01632,2024-02-01,CUST0750,Customer_225,North,Delhi,New Delhi,Electronics,Monitor,9,446.78,4021.02,2883.05,1137.97,Corporate,1137.9699999999998,2024,2,1,Thursday,28.300530711113105,2024-02
ORD01633,2025-12-22,CUST0444,Customer_625,West,Gujarat,Ahmedabad,Clothing,Dress,2,714.76,1429.52,953.49,476.03,Home Office,476.03,2025,12,4,Monday,33.299988807431866,2025-12
ORD01634,2024-01-19,CUST0542,Customer_85,North,Punjab,Ludhiana,Electronics,Smartphone,2,385.38,770.76,470.23,300.53,Consumer,300.53,2024,1,1,Friday,38.991385126368776,2024-01
ORD01635,2025-12-22,CUST0289,Customer_545,West,Rajasthan,Jaipur,Electronics,Tablet,4,1244.78,4979.12,4009.75,969.37,Corporate,969.3699999999999,2025,12,4,Monday,19.46870129661466,2025-12
ORD01636,2024-05-27,CUST0621,Customer_583,West,Maharashtra,Mumbai,Electronics,Laptop,8,106.9,855.2,565.46,289.74,Consumer,289.74,2024,5,2,Monday,33.87979420018709,2024-05
ORD01637,2025-07-26,CUST0609,Customer_708,North,Punjab,Ludhiana,Furniture,Chair,1,399.87,399.87,341.05,58.82,Corporate,58.81999999999999,2025,7,3,Saturday,14.709780678720586,2025-07
ORD01638,2023-07-09,CUST0481,Customer_160,South,Karnataka,Bengaluru,Electronics,Headphones,5,946.11,4730.55,3347.03,1383.52,Home Office,1383.52,2023,7,3,Sunday,29.24649353669235,2023-07
ORD01639,2025-04-20,CUST0954,Customer_527,South,Telangana,Hyderabad,Furniture,Sofa,1,432.52,432.52,239.54,192.98,Consumer,192.98,2025,4,2,Sunday,44.61758993803755,2025-04
ORD01640,2023-04-30,CUST0937,Customer_28,North,Delhi,New Delhi,Electronics,Smartphone,7,442.23,3095.61,2362.69,732.92,Home Office,732.9200000000001,2023,4,2,Sunday,23.676109070587053,2023-04
ORD01641,2023-11-18,CUST0030,Customer_580,East,Bihar,Patna,Clothing,Dress,1,751.12,751.12,549.14,201.98,Consumer,201.98000000000002,2023,11,4,Saturday,26.89051017147726,2023-11
ORD01642,2025-06-07,CUST0898,Customer_575,South,Telangana,Hyderabad,Furniture,Chair,8,1115.33,8922.64,5145.64,3777.0,Corporate,3776.999999999999,2025,6,2,Saturday,42.33052101171851,2025-06
ORD01643,2023-05-14,CUST0936,Customer_906,South,Telangana,Hyderabad,Furniture,Cabinet,1,709.38,709.38,499.66,209.72,Corporate,209.71999999999997,2023,5,2,Sunday,29.56384448391553,2023-05
ORD01644,2023-04-02,CUST0790,Customer_325,South,Karnataka,Bengaluru,Furniture,Sofa,9,1336.16,12025.44,10802.98,1222.46,Home Office,1222.460000000001,2023,4,2,Sunday,10.165615561675914,2023-04
ORD01645,2024-09-19,CUST0429,Customer_732,North,Haryana,Gurugram,Electronics,Headphones,4,66.48,265.92,155.64,110.28,Home Office,110.28000000000003,2024,9,3,Thursday,41.471119133574,2024-09
ORD01646,2025-02-16,CUST0450,Customer_718,South,Karnataka,Bengaluru,Furniture,Sofa,6,754.25,4525.5,3024.2,1501.3,Home Office,1501.3000000000002,2025,2,1,Sunday,33.17423489117225,2025-02
ORD01647,2023-01-11,CUST0391,Customer_811,East,West Bengal,Kolkata,Electronics,Monitor,10,1466.99,14669.9,10552.59,4117.31,Corporate,4117.3099999999995,2023,1,1,Wednesday,28.06638082059183,2023-01
ORD01648,2023-07-17,CUST0549,Customer_473,East,West Bengal,Kolkata,Clothing,T-Shirt,2,1159.7,2319.4,1397.0,922.4,Consumer,922.4000000000001,2023,7,3,Monday,39.76890575148745,2023-07
ORD01649,2024-03-06,CUST0589,Customer_702,West,Maharashtra,Mumbai,Electronics,Tablet,8,534.68,4277.44,3087.47,1189.97,Consumer,1189.9699999999998,2024,3,1,Wednesday,27.819677190095014,2024-03
ORD01650,2023-12-24,CUST0854,Customer_53,East,West Bengal,Kolkata,Furniture,Table,1,734.81,734.81,455.95,278.86,Corporate,278.85999999999996,2023,12,4,Sunday,37.94994624460745,2023-12
ORD01651,2024-08-31,CUST0660,Customer_251,South,Tamil Nadu,Chennai,Electronics,Laptop,7,1002.22,7015.54,4137.99,2877.55,Home Office,2877.55,2024,8,3,Saturday,41.016799847196374,2024-08
ORD01652,2024-04-15,CUST0931,Customer_533,South,Tamil Nadu,Chennai,Electronics,Tablet,6,122.9,737.4,614.14,123.26,Consumer,123.25999999999999,2024,4,2,Monday,16.71548684567399,2024-04
ORD01653,2024-04-20,CUST0436,Customer_852,North,Delhi,New Delhi,Clothing,Dress,1,1167.99,1167.99,662.98,505.01,Consumer,505.01,2024,4,2,Saturday,43.237527718559235,2024-04
ORD01654,2025-03-13,CUST0205,Customer_855,North,Haryana,Gurugram,Furniture,Table,2,781.64,1563.28,916.85,646.43,Consumer,646.43,2025,3,1,Thursday,41.350877641881176,2025-03
ORD01655,2024-04-29,CUST0159,Customer_662,North,Delhi,New Delhi,Furniture,Desk,10,71.08,710.8,606.65,104.15,Corporate,104.14999999999998,2024,4,2,Monday,14.652504220596512,2024-04
ORD01656,2023-07-03,CUST0913,Customer_695,North,Delhi,New Delhi,Furniture,Chair,7,994.35,6960.45,5874.89,1085.56,Home Office,1085.5599999999995,2023,7,3,Monday,15.596118067078995,2023-07
ORD01657,2025-08-01,CUST0120,Customer_31,South,Tamil Nadu,Chennai,Clothing,Dress,9,1249.76,11247.84,8344.69,2903.15,Home Office,2903.1499999999996,2025,8,3,Friday,25.81073343859799,2025-08
ORD01658,2025-12-13,CUST0218,Customer_991,East,West Bengal,Kolkata,Electronics,Laptop,5,366.16,1830.8,1401.28,429.52,Corporate,429.52,2025,12,4,Saturday,23.460782171728205,2025-12
ORD01659,2025-11-28,CUST0372,Customer_314,North,Delhi,New Delhi,Electronics,Headphones,5,126.35,631.75,529.26,102.49,Consumer,102.49000000000001,2025,11,4,Friday,16.223189552829442,2025-11
ORD01660,2025-03-21,CUST0523,Customer_212,East,West Bengal,Kolkata,Electronics,Laptop,7,626.61,4386.27,3694.51,691.76,Consumer,691.7600000000002,2025,3,1,Friday,15.771030967085927,2025-03
ORD01661,2024-08-17,CUST0163,Customer_569,South,Tamil Nadu,Chennai,Electronics,Laptop,10,889.14,8891.4,6749.23,2142.17,Home Office,2142.17,2024,8,3,Saturday,24.092606338709317,2024-08
ORD01662,2025-04-10,CUST0760,Customer_549,South,Tamil Nadu,Chennai,Electronics,Headphones,4,988.25,3953.0,2245.12,1707.88,Consumer,1707.88,2025,4,2,Thursday,43.204654692638506,2025-04
ORD01663,2024-05-28,CUST0985,Customer_519,West,Maharashtra,Mumbai,Electronics,Tablet,5,1129.48,5647.4,3542.6,2104.8,Corporate,2104.7999999999997,2024,5,2,Tuesday,37.270248255834545,2024-05
ORD01664,2023-03-26,CUST0183,Customer_67,North,Delhi,New Delhi,Electronics,Laptop,7,820.35,5742.45,3230.36,2512.09,Corporate,2512.0899999999997,2023,3,1,Sunday,43.745962089352105,2023-03
